session_test_id,name,trial_id,rating_stimulus,rating_score,rating_time,rating_comment
model_comparison_v1,11,audio_item_1,Opt_64_dropout,40,65222,
model_comparison_v1,11,audio_item_1,reference,100,65222,
model_comparison_v1,11,audio_item_2,Opt_256,32,67542,
model_comparison_v1,11,audio_item_2,Opt_32,35,67542,
model_comparison_v1,11,audio_item_2,reference,100,67542,
model_comparison_v1,11,audio_item_2,Opt_128,70,67542,
model_comparison_v1,11,audio_item_2,Opt_64_dropout,56,67542,
model_comparison_v1,11,audio_item_3,reference,100,75540,
model_comparison_v1,11,audio_item_3,Opt_256,53,75540,
model_comparison_v1,11,audio_item_3,Opt_128,49,75540,
model_comparison_v1,11,audio_item_3,Opt_64_dropout,49,75540,
model_comparison_v1,11,audio_item_3,Opt_32,39,75540,
model_comparison_v1,11,audio_item_4,reference,95,22770,
model_comparison_v1,11,audio_item_4,Opt_64_dropout,68,22770,
model_comparison_v1,11,audio_item_4,Opt_32,46,22770,
model_comparison_v1,11,audio_item_4,Opt_128,40,22770,
model_comparison_v1,11,audio_item_4,Opt_256,39,22770,
model_comparison_v1,11,audio_item_5,Opt_32,48,128194,
model_comparison_v1,11,audio_item_5,Opt_128,53,128194,
model_comparison_v1,11,audio_item_5,Opt_256,60,128194,
model_comparison_v1,11,audio_item_5,Opt_64_dropout,32,128194,
model_comparison_v1,11,audio_item_5,reference,100,128194,
model_comparison_v1,11,audio_item_6,Opt_32,60,26272,
model_comparison_v1,11,audio_item_6,Opt_128,53,26272,
model_comparison_v1,11,audio_item_6,Opt_256,34,26272,
model_comparison_v1,11,audio_item_6,Opt_64_dropout,39,26272,
model_comparison_v1,11,audio_item_6,reference,95,26272,
model_comparison_v1,11,audio_item_7,Opt_128,59,16532,
model_comparison_v1,11,audio_item_7,Opt_32,51,16532,
model_comparison_v1,11,audio_item_7,reference,100,16532,
model_comparison_v1,11,audio_item_7,Opt_256,39,16532,
model_comparison_v1,11,audio_item_7,Opt_64_dropout,17,16532,
model_comparison_v1,11,audio_item_8,Opt_128,24,132260,
model_comparison_v1,11,audio_item_8,Opt_32,40,132260,
model_comparison_v1,11,audio_item_8,Opt_64_dropout,46,132260,
model_comparison_v1,11,audio_item_8,Opt_256,32,132260,
model_comparison_v1,11,audio_item_8,reference,100,132260,
model_comparison_v1,12,audio_item_1,Opt_256,38,139826,
model_comparison_v1,12,audio_item_1,reference,100,139826,
model_comparison_v1,12,audio_item_1,Opt_32,62,139826,
model_comparison_v1,12,audio_item_1,Opt_128,54,139826,
model_comparison_v1,12,audio_item_1,Opt_64_dropout,73,139826,
model_comparison_v1,12,audio_item_2,reference,100,93882,
model_comparison_v1,12,audio_item_2,Opt_64_dropout,37,93882,
model_comparison_v1,12,audio_item_2,Opt_256,26,93882,
model_comparison_v1,12,audio_item_2,Opt_32,35,93882,
model_comparison_v1,12,audio_item_2,Opt_128,26,93882,
model_comparison_v1,12,audio_item_3,Opt_128,26,37906,
model_comparison_v1,12,audio_item_3,Opt_256,19,37906,
model_comparison_v1,12,audio_item_3,Opt_64_dropout,42,37906,
model_comparison_v1,12,audio_item_3,Opt_32,35,37906,
model_comparison_v1,12,audio_item_3,reference,100,37906,
model_comparison_v1,12,audio_item_4,Opt_256,27,110821,
model_comparison_v1,12,audio_item_4,Opt_128,32,110821,
model_comparison_v1,12,audio_item_4,Opt_32,69,110821,
model_comparison_v1,12,audio_item_4,Opt_64_dropout,42,110821,
model_comparison_v1,12,audio_item_4,reference,100,110821,
model_comparison_v1,12,audio_item_5,Opt_256,36,54955,
model_comparison_v1,12,audio_item_5,reference,100,54955,
model_comparison_v1,12,audio_item_5,Opt_128,50,54955,
model_comparison_v1,12,audio_item_5,Opt_32,38,54955,
model_comparison_v1,12,audio_item_5,Opt_64_dropout,44,54955,
model_comparison_v1,12,audio_item_6,Opt_128,49,111818,
model_comparison_v1,12,audio_item_6,Opt_32,60,111818,
model_comparison_v1,12,audio_item_6,Opt_256,12,111818,
model_comparison_v1,12,audio_item_6,Opt_64_dropout,42,111818,
model_comparison_v1,12,audio_item_6,reference,100,111818,
model_comparison_v1,12,audio_item_7,Opt_32,16,134149,
model_comparison_v1,12,audio_item_7,reference,100,134149,
model_comparison_v1,12,audio_item_7,Opt_64_dropout,33,134149,
model_comparison_v1,12,audio_item_7,Opt_256,41,134149,
model_comparison_v1,12,audio_item_7,Opt_128,48,134149,
model_comparison_v1,12,audio_item_8,Opt_32,30,112185,
model_comparison_v1,12,audio_item_8,reference,100,112185,
model_comparison_v1,12,audio_item_8,Opt_256,40,112185,
model_comparison_v1,12,audio_item_8,Opt_64_dropout,34,112185,
model_comparison_v1,12,audio_item_8,Opt_128,34,112185,
model_comparison_v1,13,audio_item_1,reference,100,66037,
model_comparison_v1,13,audio_item_1,Opt_128,35,66037,
model_comparison_v1,13,audio_item_1,Opt_64_dropout,63,66037,
model_comparison_v1,13,audio_item_1,Opt_32,24,66037,
model_comparison_v1,13,audio_item_1,Opt_256,43,66037,
model_comparison_v1,13,audio_item_2,Opt_32,32,115403,
model_comparison_v1,13,audio_item_2,Opt_128,47,115403,
model_comparison_v1,13,audio_item_2,Opt_256,58,115403,
model_comparison_v1,13,audio_item_2,Opt_64_dropout,53,115403,
model_comparison_v1,13,audio_item_2,reference,100,115403,
model_comparison_v1,13,audio_item_3,Opt_256,51,75727,
model_comparison_v1,13,audio_item_3,reference,100,75727,
model_comparison_v1,13,audio_item_3,Opt_32,49,75727,
model_comparison_v1,13,audio_item_3,Opt_128,42,75727,
model_comparison_v1,13,audio_item_3,Opt_64_dropout,42,75727,
model_comparison_v1,13,audio_item_4,Opt_32,38,103239,
model_comparison_v1,13,audio_item_4,Opt_256,53,103239,
model_comparison_v1,13,audio_item_4,Opt_128,46,103239,
model_comparison_v1,13,audio_item_4,reference,100,103239,
model_comparison_v1,13,audio_item_4,Opt_64_dropout,39,103239,
model_comparison_v1,13,audio_item_5,Opt_256,31,52934,
model_comparison_v1,13,audio_item_5,Opt_64_dropout,43,52934,
model_comparison_v1,13,audio_item_5,Opt_128,29,52934,
model_comparison_v1,13,audio_item_5,Opt_32,33,52934,
model_comparison_v1,13,audio_item_5,reference,100,52934,
model_comparison_v1,13,audio_item_6,reference,100,47006,
model_comparison_v1,13,audio_item_6,Opt_64_dropout,50,47006,
model_comparison_v1,13,audio_item_6,Opt_128,19,47006,
model_comparison_v1,13,audio_item_6,Opt_32,38,47006,
model_comparison_v1,13,audio_item_6,Opt_256,58,47006,
model_comparison_v1,13,audio_item_7,reference,100,60995,
model_comparison_v1,13,audio_item_7,Opt_32,29,60995,
model_comparison_v1,13,audio_item_7,Opt_256,38,60995,
model_comparison_v1,13,audio_item_7,Opt_128,25,60995,
model_comparison_v1,13,audio_item_7,Opt_64_dropout,36,60995,
model_comparison_v1,13,audio_item_8,Opt_128,34,55474,
model_comparison_v1,13,audio_item_8,Opt_32,23,55474,
model_comparison_v1,13,audio_item_8,Opt_256,21,55474,
model_comparison_v1,13,audio_item_8,Opt_64_dropout,34,55474,
model_comparison_v1,13,audio_item_8,reference,100,55474,
model_comparison_v1,14,audio_item_1,reference,95,95750,
model_comparison_v1,14,audio_item_1,Opt_128,31,95750,
model_comparison_v1,14,audio_item_1,Opt_32,38,95750,
model_comparison_v1,14,audio_item_1,Opt_256,12,95750,
model_comparison_v1,14,audio_item_1,Opt_64_dropout,64,95750,
model_comparison_v1,14,audio_item_2,Opt_32,23,56549,
model_comparison_v1,14,audio_item_2,Opt_64_dropout,13,56549,
model_comparison_v1,14,audio_item_2,Opt_128,68,56549,
model_comparison_v1,14,audio_item_2,reference,100,56549,
model_comparison_v1,14,audio_item_2,Opt_256,31,56549,
model_comparison_v1,14,audio_item_3,Opt_32,49,122906,
model_comparison_v1,14,audio_item_3,Opt_128,28,122906,
model_comparison_v1,14,audio_item_3,reference,100,122906,
model_comparison_v1,14,audio_item_3,Opt_256,41,122906,
model_comparison_v1,14,audio_item_3,Opt_64_dropout,53,122906,
model_comparison_v1,14,audio_item_4,Opt_32,48,131061,
model_comparison_v1,14,audio_item_4,Opt_256,17,131061,
model_comparison_v1,14,audio_item_4,Opt_64_dropout,22,131061,
model_comparison_v1,14,audio_item_4,Opt_128,32,131061,
model_comparison_v1,14,audio_item_4,reference,100,131061,
model_comparison_v1,14,audio_item_5,Opt_256,66,66699,
model_comparison_v1,14,audio_item_5,Opt_64_dropout,51,66699,
model_comparison_v1,14,audio_item_5,Opt_32,25,66699,
model_comparison_v1,14,audio_item_5,reference,100,66699,
model_comparison_v1,14,audio_item_5,Opt_128,49,66699,
model_comparison_v1,14,audio_item_6,Opt_64_dropout,42,75239,
model_comparison_v1,14,audio_item_6,reference,96,75239,
model_comparison_v1,14,audio_item_6,Opt_256,36,75239,
model_comparison_v1,14,audio_item_6,Opt_128,19,75239,
model_comparison_v1,14,audio_item_6,Opt_32,58,75239,
model_comparison_v1,14,audio_item_7,reference,100,26879,
model_comparison_v1,14,audio_item_7,Opt_32,32,26879,
model_comparison_v1,14,audio_item_7,Opt_128,29,26879,
model_comparison_v1,14,audio_item_7,Opt_64_dropout,11,26879,
model_comparison_v1,14,audio_item_7,Opt_256,41,26879,
model_comparison_v1,14,audio_item_8,Opt_128,66,134375,
model_comparison_v1,14,audio_item_8,Opt_32,47,134375,
model_comparison_v1,14,audio_item_8,Opt_64_dropout,17,134375,
model_comparison_v1,14,audio_item_8,reference,100,134375,
model_comparison_v1,14,audio_item_8,Opt_256,49,134375,
model_comparison_v1,15,audio_item_1,reference,100,105342,
model_comparison_v1,15,audio_item_1,Opt_256,12,105342,
model_comparison_v1,15,audio_item_1,Opt_128,44,105342,
model_comparison_v1,15,audio_item_1,Opt_64_dropout,23,105342,
model_comparison_v1,15,audio_item_1,Opt_32,26,105342,
model_comparison_v1,15,audio_item_2,Opt_64_dropout,42,126131,
model_comparison_v1,15,audio_item_2,Opt_128,52,126131,
model_comparison_v1,15,audio_item_2,reference,100,126131,
model_comparison_v1,15,audio_item_2,Opt_256,66,126131,
model_comparison_v1,15,audio_item_2,Opt_32,15,126131,
model_comparison_v1,15,audio_item_3,Opt_32,34,57077,
model_comparison_v1,15,audio_item_3,Opt_64_dropout,10,57077,
model_comparison_v1,15,audio_item_3,Opt_128,55,57077,
model_comparison_v1,15,audio_item_3,reference,100,57077,
model_comparison_v1,15,audio_item_3,Opt_256,23,57077,
model_comparison_v1,15,audio_item_4,Opt_64_dropout,68,91325,
model_comparison_v1,15,audio_item_4,Opt_32,26,91325,
model_comparison_v1,15,audio_item_4,reference,100,91325,
model_comparison_v1,15,audio_item_4,Opt_256,28,91325,
model_comparison_v1,15,audio_item_4,Opt_128,56,91325,
model_comparison_v1,15,audio_item_5,Opt_256,51,76834,
model_comparison_v1,15,audio_item_5,reference,100,76834,
model_comparison_v1,15,audio_item_5,Opt_128,68,76834,
model_comparison_v1,15,audio_item_5,Opt_32,49,76834,
model_comparison_v1,15,audio_item_5,Opt_64_dropout,64,76834,
model_comparison_v1,15,audio_item_6,Opt_64_dropout,20,53951,
model_comparison_v1,15,audio_item_6,Opt_32,22,53951,
model_comparison_v1,15,audio_item_6,reference,100,53951,
model_comparison_v1,15,audio_item_6,Opt_256,11,53951,
model_comparison_v1,15,audio_item_6,Opt_128,40,53951,
model_comparison_v1,15,audio_item_7,reference,95,49168,
model_comparison_v1,15,audio_item_7,Opt_32,60,49168,
model_comparison_v1,15,audio_item_7,Opt_256,20,49168,
model_comparison_v1,15,audio_item_7,Opt_128,29,49168,
model_comparison_v1,15,audio_item_7,Opt_64_dropout,48,49168,
model_comparison_v1,15,audio_item_8,reference,100,81687,
model_comparison_v1,15,audio_item_8,Opt_32,54,81687,
model_comparison_v1,15,audio_item_8,Opt_128,49,81687,
model_comparison_v1,15,audio_item_8,Opt_64_dropout,42,81687,
model_comparison_v1,15,audio_item_8,Opt_256,20,81687,
model_comparison_v1,16,audio_item_1,Opt_64_dropout,55,82808,
model_comparison_v1,16,audio_item_1,Opt_256,56,82808,
model_comparison_v1,16,audio_item_1,Opt_32,61,82808,
model_comparison_v1,16,audio_item_1,Opt_128,55,82808,
model_comparison_v1,16,audio_item_1,reference,92,82808,
model_comparison_v1,16,audio_item_2,Opt_128,43,61668,
model_comparison_v1,16,audio_item_2,reference,92,61668,
model_comparison_v1,16,audio_item_2,Opt_64_dropout,63,61668,
model_comparison_v1,16,audio_item_2,Opt_256,50,61668,
model_comparison_v1,16,audio_item_2,Opt_32,39,61668,
model_comparison_v1,16,audio_item_3,Opt_128,35,35702,
model_comparison_v1,16,audio_item_3,Opt_32,40,35702,
model_comparison_v1,16,audio_item_3,Opt_256,72,35702,
model_comparison_v1,16,audio_item_3,Opt_64_dropout,49,35702,
model_comparison_v1,16,audio_item_3,reference,100,35702,
model_comparison_v1,16,audio_item_4,reference,100,35592,
model_comparison_v1,16,audio_item_4,Opt_128,65,35592,
model_comparison_v1,16,audio_item_4,Opt_256,28,35592,
model_comparison_v1,16,audio_item_4,Opt_32,24,35592,
model_comparison_v1,16,audio_item_4,Opt_64_dropout,38,35592,
model_comparison_v1,16,audio_item_5,reference,94,147953,
model_comparison_v1,16,audio_item_5,Opt_128,20,147953,
model_comparison_v1,16,audio_item_5,Opt_32,48,147953,
model_comparison_v1,16,audio_item_5,Opt_256,11,147953,
model_comparison_v1,16,audio_item_5,Opt_64_dropout,61,147953,
model_comparison_v1,16,audio_item_6,Opt_32,29,42753,
model_comparison_v1,16,audio_item_6,Opt_64_dropout,36,42753,
model_comparison_v1,16,audio_item_6,Opt_256,19,42753,
model_comparison_v1,16,audio_item_6,reference,92,42753,
model_comparison_v1,16,audio_item_6,Opt_128,0,42753,
model_comparison_v1,16,audio_item_7,Opt_256,47,138991,
model_comparison_v1,16,audio_item_7,Opt_128,13,138991,
model_comparison_v1,16,audio_item_7,Opt_64_dropout,56,138991,
model_comparison_v1,16,audio_item_7,reference,100,138991,
model_comparison_v1,16,audio_item_7,Opt_32,26,138991,
model_comparison_v1,16,audio_item_8,Opt_64_dropout,28,43711,
model_comparison_v1,16,audio_item_8,Opt_256,81,43711,
model_comparison_v1,16,audio_item_8,reference,92,43711,
model_comparison_v1,16,audio_item_8,Opt_32,41,43711,
model_comparison_v1,16,audio_item_8,Opt_128,57,43711,
model_comparison_v1,17,audio_item_1,Opt_32,28,39902,
model_comparison_v1,17,audio_item_1,Opt_256,51,39902,
model_comparison_v1,17,audio_item_1,reference,100,39902,
model_comparison_v1,17,audio_item_1,Opt_64_dropout,42,39902,
model_comparison_v1,17,audio_item_1,Opt_128,81,39902,
model_comparison_v1,17,audio_item_2,Opt_128,20,23870,
model_comparison_v1,17,audio_item_2,Opt_64_dropout,16,23870,
model_comparison_v1,17,audio_item_2,Opt_256,91,23870,
model_comparison_v1,17,audio_item_2,reference,100,23870,
model_comparison_v1,17,audio_item_2,Opt_32,39,23870,
model_comparison_v1,17,audio_item_3,Opt_256,10,28902,
model_comparison_v1,17,audio_item_3,Opt_128,25,28902,
model_comparison_v1,17,audio_item_3,Opt_64_dropout,22,28902,
model_comparison_v1,17,audio_item_3,Opt_32,66,28902,
model_comparison_v1,17,audio_item_3,reference,100,28902,
model_comparison_v1,17,audio_item_4,Opt_256,62,18657,
model_comparison_v1,17,audio_item_4,Opt_128,81,18657,
model_comparison_v1,17,audio_item_4,reference,100,18657,
model_comparison_v1,17,audio_item_4,Opt_64_dropout,52,18657,
model_comparison_v1,17,audio_item_4,Opt_32,11,18657,
model_comparison_v1,17,audio_item_5,reference,100,134807,
model_comparison_v1,17,audio_item_5,Opt_128,23,134807,
model_comparison_v1,17,audio_item_5,Opt_256,42,134807,
model_comparison_v1,17,audio_item_5,Opt_32,43,134807,
model_comparison_v1,17,audio_item_5,Opt_64_dropout,65,134807,
model_comparison_v1,17,audio_item_6,Opt_64_dropout,24,42672,
model_comparison_v1,17,audio_item_6,Opt_128,50,42672,
model_comparison_v1,17,audio_item_6,reference,100,42672,
model_comparison_v1,17,audio_item_6,Opt_32,60,42672,
model_comparison_v1,17,audio_item_6,Opt_256,56,42672,
model_comparison_v1,17,audio_item_7,Opt_128,31,137934,
model_comparison_v1,17,audio_item_7,Opt_256,58,137934,
model_comparison_v1,17,audio_item_7,Opt_32,58,137934,
model_comparison_v1,17,audio_item_7,Opt_64_dropout,29,137934,
model_comparison_v1,17,audio_item_7,reference,100,137934,
model_comparison_v1,17,audio_item_8,Opt_32,34,44633,
model_comparison_v1,17,audio_item_8,Opt_64_dropout,44,44633,
model_comparison_v1,17,audio_item_8,Opt_128,39,44633,
model_comparison_v1,17,audio_item_8,reference,93,44633,
model_comparison_v1,17,audio_item_8,Opt_256,35,44633,
model_comparison_v1,18,audio_item_1,Opt_32,27,80445,
model_comparison_v1,18,audio_item_1,Opt_64_dropout,65,80445,
model_comparison_v1,18,audio_item_1,reference,100,80445,
model_comparison_v1,18,audio_item_1,Opt_256,14,80445,
model_comparison_v1,18,audio_item_1,Opt_128,21,80445,
model_comparison_v1,18,audio_item_2,reference,100,136577,
model_comparison_v1,18,audio_item_2,Opt_64_dropout,41,136577,
model_comparison_v1,18,audio_item_2,Opt_128,60,136577,
model_comparison_v1,18,audio_item_2,Opt_32,39,136577,
model_comparison_v1,18,audio_item_2,Opt_256,64,136577,
model_comparison_v1,18,audio_item_3,Opt_64_dropout,31,24068,
model_comparison_v1,18,audio_item_3,Opt_32,44,24068,
model_comparison_v1,18,audio_item_3,Opt_256,29,24068,
model_comparison_v1,18,audio_item_3,Opt_128,28,24068,
model_comparison_v1,18,audio_item_3,reference,100,24068,
model_comparison_v1,18,audio_item_4,Opt_256,20,48848,
model_comparison_v1,18,audio_item_4,Opt_32,58,48848,
model_comparison_v1,18,audio_item_4,Opt_64_dropout,44,48848,
model_comparison_v1,18,audio_item_4,Opt_128,62,48848,
model_comparison_v1,18,audio_item_4,reference,100,48848,
model_comparison_v1,18,audio_item_5,Opt_32,36,71974,
model_comparison_v1,18,audio_item_5,Opt_128,58,71974,
model_comparison_v1,18,audio_item_5,reference,100,71974,
model_comparison_v1,18,audio_item_5,Opt_64_dropout,46,71974,
model_comparison_v1,18,audio_item_5,Opt_256,48,71974,
model_comparison_v1,18,audio_item_6,Opt_32,42,68547,
model_comparison_v1,18,audio_item_6,Opt_256,26,68547,
model_comparison_v1,18,audio_item_6,Opt_128,40,68547,
model_comparison_v1,18,audio_item_6,Opt_64_dropout,79,68547,
model_comparison_v1,18,audio_item_6,reference,100,68547,
model_comparison_v1,18,audio_item_7,Opt_64_dropout,42,60122,
model_comparison_v1,18,audio_item_7,Opt_32,34,60122,
model_comparison_v1,18,audio_item_7,Opt_128,71,60122,
model_comparison_v1,18,audio_item_7,reference,100,60122,
model_comparison_v1,18,audio_item_7,Opt_256,8,60122,
model_comparison_v1,18,audio_item_8,Opt_128,32,125578,
model_comparison_v1,18,audio_item_8,Opt_256,57,125578,
model_comparison_v1,18,audio_item_8,Opt_32,30,125578,
model_comparison_v1,18,audio_item_8,Opt_64_dropout,43,125578,
model_comparison_v1,18,audio_item_8,reference,100,125578,
model_comparison_v1,19,audio_item_1,Opt_256,53,26705,
model_comparison_v1,19,audio_item_1,Opt_128,54,26705,
model_comparison_v1,19,audio_item_1,reference,100,26705,
model_comparison_v1,19,audio_item_1,Opt_64_dropout,40,26705,
model_comparison_v1,19,audio_item_1,Opt_32,44,26705,
model_comparison_v1,19,audio_item_2,Opt_32,51,108578,
model_comparison_v1,19,audio_item_2,Opt_64_dropout,41,108578,
model_comparison_v1,19,audio_item_2,Opt_256,27,108578,
model_comparison_v1,19,audio_item_2,reference,91,108578,
model_comparison_v1,19,audio_item_2,Opt_128,34,108578,
model_comparison_v1,19,audio_item_3,Opt_64_dropout,39,31270,
model_comparison_v1,19,audio_item_3,reference,100,31270,
model_comparison_v1,19,audio_item_3,Opt_256,38,31270,
model_comparison_v1,19,audio_item_3,Opt_32,40,31270,
model_comparison_v1,19,audio_item_3,Opt_128,54,31270,
model_comparison_v1,19,audio_item_4,reference,100,19996,
model_comparison_v1,19,audio_item_4,Opt_256,39,19996,
model_comparison_v1,19,audio_item_4,Opt_128,55,19996,
model_comparison_v1,19,audio_item_4,Opt_64_dropout,7,19996,
model_comparison_v1,19,audio_item_4,Opt_32,20,19996,
model_comparison_v1,19,audio_item_5,Opt_32,55,92277,
model_comparison_v1,19,audio_item_5,Opt_256,9,92277,
model_comparison_v1,19,audio_item_5,reference,100,92277,
model_comparison_v1,19,audio_item_5,Opt_64_dropout,53,92277,
model_comparison_v1,19,audio_item_5,Opt_128,40,92277,
model_comparison_v1,19,audio_item_6,Opt_128,56,141774,
model_comparison_v1,19,audio_item_6,Opt_256,61,141774,
model_comparison_v1,19,audio_item_6,Opt_64_dropout,29,141774,
model_comparison_v1,19,audio_item_6,reference,100,141774,
model_comparison_v1,19,audio_item_6,Opt_32,2,141774,
model_comparison_v1,19,audio_item_7,reference,100,99713,
model_comparison_v1,19,audio_item_7,Opt_256,25,99713,
model_comparison_v1,19,audio_item_7,Opt_128,67,99713,
model_comparison_v1,19,audio_item_7,Opt_32,42,99713,
model_comparison_v1,19,audio_item_7,Opt_64_dropout,39,99713,
model_comparison_v1,19,audio_item_8,Opt_128,36,55095,
model_comparison_v1,19,audio_item_8,Opt_32,15,55095,
model_comparison_v1,19,audio_item_8,reference,100,55095,
model_comparison_v1,19,audio_item_8,Opt_64_dropout,36,55095,
model_comparison_v1,19,audio_item_8,Opt_256,21,55095,
model_comparison_v1,20,audio_item_1,Opt_64_dropout,48,31799,
model_comparison_v1,20,audio_item_1,reference,93,31799,
model_comparison_v1,20,audio_item_1,Opt_128,52,31799,
model_comparison_v1,20,audio_item_1,Opt_256,42,31799,
model_comparison_v1,20,audio_item_1,Opt_32,37,31799,
model_comparison_v1,20,audio_item_2,Opt_64_dropout,29,128106,
model_comparison_v1,20,audio_item_2,Opt_256,25,128106,
model_comparison_v1,20,audio_item_2,Opt_128,30,128106,
model_comparison_v1,20,audio_item_2,Opt_32,30,128106,
model_comparison_v1,20,audio_item_2,reference,100,128106,
model_comparison_v1,20,audio_item_3,Opt_32,41,120243,
model_comparison_v1,20,audio_item_3,Opt_64_dropout,16,120243,
model_comparison_v1,20,audio_item_3,Opt_256,50,120243,
model_comparison_v1,20,audio_item_3,Opt_128,79,120243,
model_comparison_v1,20,audio_item_3,reference,100,120243,
model_comparison_v1,20,audio_item_4,reference,92,81310,
model_comparison_v1,20,audio_item_4,Opt_256,81,81310,
model_comparison_v1,20,audio_item_4,Opt_32,29,81310,
model_comparison_v1,20,audio_item_4,Opt_64_dropout,5,81310,
model_comparison_v1,20,audio_item_4,Opt_128,24,81310,
model_comparison_v1,20,audio_item_5,Opt_256,47,51849,
model_comparison_v1,20,audio_item_5,Opt_64_dropout,36,51849,
model_comparison_v1,20,audio_item_5,Opt_32,26,51849,
model_comparison_v1,20,audio_item_5,Opt_128,54,51849,
model_comparison_v1,20,audio_item_5,reference,100,51849,
model_comparison_v1,20,audio_item_6,Opt_32,41,86901,
model_comparison_v1,20,audio_item_6,Opt_256,0,86901,
model_comparison_v1,20,audio_item_6,Opt_128,24,86901,
model_comparison_v1,20,audio_item_6,Opt_64_dropout,58,86901,
model_comparison_v1,20,audio_item_6,reference,100,86901,
model_comparison_v1,20,audio_item_7,reference,100,61954,
model_comparison_v1,20,audio_item_7,Opt_128,32,61954,
model_comparison_v1,20,audio_item_7,Opt_32,48,61954,
model_comparison_v1,20,audio_item_7,Opt_64_dropout,57,61954,
model_comparison_v1,20,audio_item_7,Opt_256,53,61954,
model_comparison_v1,20,audio_item_8,reference,100,109158,
model_comparison_v1,20,audio_item_8,Opt_128,28,109158,
model_comparison_v1,20,audio_item_8,Opt_32,47,109158,
model_comparison_v1,20,audio_item_8,Opt_64_dropout,34,109158,
model_comparison_v1,20,audio_item_8,Opt_256,21,109158,
model_comparison_v1,21,audio_item_1,Opt_128,25,115373,
